,case_id,A_SUBMITTED,A_PARTLYSUBMITTED,A_PREACCEPTED,W_Completeren aanvraag,A_ACCEPTED,O_SELECTED,A_FINALIZED,O_CREATED,O_SENT,W_Nabellen offertes,O_SENT_BACK,W_Valideren aanvraag,A_REGISTERED,A_APPROVED,O_ACCEPTED,A_ACTIVATED,O_CANCELLED,W_Wijzigen contractgegevens,A_DECLINED,A_CANCELLED,W_Afhandelen leads,O_DECLINED,W_Nabellen incomplete dossiers,W_Beoordelen fraude,time
47,173829,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,23.737982777777777
48,173832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012416388888888888
49,173835,1,1,1,7,1,1,1,1,1,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,387.87121222222225
50,173838,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011546944444444446
51,173841,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.03322222222222
52,173844,1,1,1,7,1,1,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,219.89521666666667
53,173847,1,1,1,3,1,1,1,1,1,3,1,3,0,0,0,0,0,0,1,0,0,1,0,0,239.43176805555555
54,173850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011053611111111111
55,173853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009469444444444445
56,173856,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,21.684916666666666
57,173859,1,1,1,3,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,3,0,0,0,196.93717194444443
58,173862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,21.425386388888892
59,173865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012620833333333335
60,173868,1,1,1,5,1,1,1,1,1,9,1,3,0,0,0,0,0,0,1,0,0,1,0,0,571.7224397222222
61,173871,1,1,1,13,1,1,1,1,1,7,1,5,0,0,0,0,0,0,1,0,0,1,0,0,285.0062188888889
62,173874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0009341666666666667
63,173877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011549166666666666
64,173880,1,1,1,5,1,2,1,2,2,13,2,8,1,1,1,1,1,0,0,0,3,0,14,0,792.7587724999998
65,173883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0006097222222222221
66,173886,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010790277777777777
67,173889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,18.906028055555556
68,173892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010169722222222222
69,173895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01119388888888889
70,173898,1,1,1,7,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,3,0,0,0,267.91916944444444
71,173901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,17.360583333333334
72,173904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,16.712954444444442
73,173907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011242499999999999
74,173910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011845277777777777
75,173913,1,1,1,3,1,1,1,1,1,7,1,5,1,1,1,1,0,0,0,0,0,0,0,0,238.71700777777778
76,173916,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,17.55875611111111
77,173919,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,42.147739166666675
78,173922,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0114225
79,173925,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,18.393594444444446
80,173928,1,1,1,7,1,2,1,2,2,18,1,9,1,1,1,1,1,0,0,0,0,0,64,0,1383.9589794444446
81,173931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010586388888888888
82,173934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,13.40161611111111
83,173937,1,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,733.1262319444445
84,173940,1,1,1,7,1,1,1,1,1,3,1,9,1,1,1,1,0,0,0,0,0,0,16,0,275.3741044444444
85,173943,1,1,1,15,1,1,1,1,1,18,0,0,0,0,0,0,1,0,0,1,3,0,0,0,756.0611130555556
86,173946,1,1,1,3,1,1,1,1,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,755.4014697222223
87,173949,1,1,1,7,1,2,1,2,2,20,1,3,0,0,0,0,1,0,1,0,3,1,0,0,688.3624555555556
88,173952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0141075
89,173955,1,1,1,7,1,1,1,1,1,7,1,5,1,1,1,1,0,0,0,0,0,0,57,0,1384.8366875
90,173958,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,730.9416630555556
91,173961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,10.063576944444444
92,173964,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,11.834497777777779
93,173979,1,1,1,5,1,1,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,197.86555083333332
94,173982,1,1,1,5,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,175.93692611111112
95,173985,1,1,1,3,1,1,1,1,1,3,1,5,0,0,0,0,0,0,1,0,3,1,0,0,240.86438333333336
96,173988,1,1,1,5,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,3,0,0,0,174.66054055555557
97,173991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010495555555555557
98,173994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014491944444444443
99,173997,1,1,1,9,1,1,1,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,383.8796522222222
100,174000,1,1,1,3,1,1,1,1,1,24,0,0,0,0,0,0,1,0,0,1,3,0,0,0,743.6048388888888
101,174003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01201361111111111
102,174006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.1899108333333333
103,174009,1,1,1,11,1,1,1,1,1,7,1,3,0,0,0,0,0,0,1,0,0,1,0,0,238.59159499999998
104,174012,1,1,1,5,1,2,1,2,2,22,0,0,0,0,0,0,2,0,0,1,0,0,0,0,366.48740472222215
105,174015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.8846405555555557
106,174018,1,1,1,3,1,1,1,1,1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,336.2323772222222
107,174021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.6818722222222221
108,174024,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2.957599722222222
109,174027,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.4300513888888889
110,174030,1,1,1,37,1,1,1,1,1,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,774.8535155555556
111,174033,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012476944444444445
112,174036,1,1,1,9,1,2,1,2,2,5,1,5,1,1,1,1,1,0,0,0,0,0,24,0,359.0687116666667
113,174039,1,1,1,27,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,573.8688097222222
114,174042,1,1,1,3,1,1,1,1,1,7,1,14,1,1,1,1,0,0,0,0,0,0,5,0,196.55006638888887
115,174045,1,1,1,3,1,1,1,1,1,3,1,8,1,1,1,1,0,0,0,0,0,0,23,0,357.9242877777778
116,174048,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.03492194444444444
117,174051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1.0334813888888887
118,174054,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01081388888888889
119,174057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009128888888888888
120,174060,1,1,1,3,1,6,1,6,6,56,1,28,1,1,1,1,5,0,0,0,0,0,7,0,1701.8237866666668
121,174063,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.012163333333333332
122,174066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01587
123,174069,1,1,1,5,1,2,1,2,2,6,1,6,0,0,0,0,1,0,1,0,3,1,25,0,243.38289666666665
124,174072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.3208855555555556
125,174075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.14501916666666667
126,174078,1,1,1,7,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,342.79442666666665
127,174081,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010944166666666668
128,174084,1,1,1,7,1,1,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,15,0,20.851695833333334
129,174087,1,1,1,3,1,1,1,1,1,7,1,3,1,1,1,1,0,0,0,0,0,0,0,0,190.04271194444445
130,174090,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,740.4179980555556
131,174093,1,1,1,3,1,1,1,1,1,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,740.3537191666667
132,174096,1,1,1,5,1,3,1,3,3,10,2,8,1,1,1,1,2,0,0,0,0,0,16,0,428.4277108333334
133,174099,1,1,1,7,1,2,1,2,2,14,1,3,1,1,1,1,1,0,0,0,0,0,0,0,550.6364094444446
134,174102,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.907518611111111
135,174105,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0.3748891666666667
136,174108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011461111111111111
137,174111,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.8424797222222222
138,174114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.11057444444444445
139,174117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.06902166666666668
140,174120,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1.4921849999999999
141,174123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.08145666666666668
142,174126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.1013125
143,174129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.18545722222222222
144,174132,1,1,1,7,1,4,1,4,4,7,3,16,1,1,1,1,3,0,0,0,0,0,61,0,838.7470647222223
145,174135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.10174861111111112
146,174138,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,17.24420361111111
147,174141,1,1,1,5,1,2,1,2,2,6,1,3,1,1,1,1,1,0,0,0,0,0,0,0,264.15158444444444
148,174144,1,1,1,9,1,1,1,1,1,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,265.6642972222222
149,174147,1,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,737.2343280555556
150,174150,1,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,736.7692536111111
151,174153,1,1,1,15,1,1,1,1,1,7,1,3,0,0,0,0,0,0,1,0,0,1,0,0,332.64590277777774
152,174156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011642499999999998
153,174159,1,1,1,15,1,2,1,2,2,31,0,0,0,0,0,0,2,0,0,1,0,0,0,0,760.1377
154,174162,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.18788833333333335
155,174165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011446944444444445
156,174168,1,1,1,3,1,1,1,1,1,5,1,8,0,0,0,0,1,0,0,1,3,0,12,0,239.984065
157,174171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013369444444444444
158,174174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010400555555555555
159,174177,1,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,735.4145388888888
160,174180,1,1,1,3,1,2,1,2,2,12,0,0,0,0,0,0,2,0,0,1,0,0,0,0,255.20218166666666
161,174183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013690277777777777
162,174186,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1.4785658333333336
163,174189,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.009108333333333333
164,174192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.014427500000000001
165,174195,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1.3374444444444444
166,174198,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,19.370457499999997
167,174201,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,21.420396944444448
168,174204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.30826555555555557
169,174207,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,22.577775833333337
170,174210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0006958333333333332
171,174213,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,46.75873361111111
172,174216,1,1,1,7,1,2,1,2,2,8,1,6,1,1,1,1,1,0,0,0,0,0,9,0,541.8069433333334
173,174219,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0.2517830555555556
174,174222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015038055555555556
175,174225,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.015759166666666668
176,174228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.08438805555555556
177,174231,1,1,1,5,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,192.55567833333333
178,174234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.1301872222222222
179,174237,1,1,1,5,1,1,1,1,1,15,1,3,0,0,0,0,0,0,1,0,3,1,15,0,739.6047447222222
180,174240,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.14300055555555558
181,174243,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,15.575968611111112
182,174246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.08497777777777779
183,174249,1,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,239.88008611111113
184,174252,1,1,1,5,1,1,1,1,1,9,1,10,1,1,1,1,0,0,0,0,0,0,5,0,355.1123552777778
185,174255,1,1,1,9,1,1,1,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,0,0,233.0507477777778
186,174258,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,15.875685555555556
187,174261,1,1,1,7,1,1,1,1,1,5,1,6,0,0,0,0,0,0,1,0,3,1,11,0,348.69453666666664
188,174264,1,1,1,5,1,2,1,2,2,26,1,6,1,1,1,1,1,0,0,0,5,0,13,0,903.0150466666668
189,174267,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011869166666666665
190,174270,1,1,1,41,1,1,1,1,1,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,521.7281727777778
191,174273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.826700833333332
192,174276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0015741666666666666
193,174279,1,1,1,3,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,188.11139944444443
194,174282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,10.343731944444444
195,174285,1,1,1,3,1,1,1,1,1,3,1,10,1,1,1,1,0,0,0,0,0,0,5,0,229.8582625
196,174288,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.015334444444445
197,174291,1,1,1,9,1,1,1,1,1,15,0,0,0,0,0,0,1,0,0,1,3,0,0,0,380.01724083333335
198,174294,1,1,1,3,1,2,1,2,2,33,0,0,0,0,0,0,2,0,0,1,3,0,0,0,754.6933127777778
199,174297,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,13.139140555555555
200,174300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7.537980833333333
201,174303,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,11.9586125
202,174319,1,1,1,11,1,1,1,1,1,5,1,8,1,1,1,1,0,0,0,0,0,0,3,0,243.06342583333333
203,174322,1,1,1,5,1,1,1,1,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,745.7393011111111
204,174325,1,1,1,11,1,1,1,1,1,5,1,8,1,1,1,1,0,0,0,0,0,0,9,0,169.38336999999999
205,174328,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011343611111111113
206,174331,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.18424027777777777
207,174334,1,1,1,5,1,1,1,1,1,7,1,5,1,1,1,1,0,0,0,0,0,0,0,0,149.5325077777778
208,174337,1,1,1,3,1,2,1,2,2,9,2,11,1,1,1,1,1,0,0,0,3,0,26,0,76.33509777777778
209,174340,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.010703611111111112
210,174343,1,1,1,3,1,1,1,1,1,3,1,6,1,1,1,1,0,0,0,0,0,0,25,0,408.32209472222223
211,174346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.09811972222222223
212,174349,1,1,1,3,1,2,1,2,2,18,0,0,0,0,0,0,2,0,0,1,0,0,0,0,484.26327055555555
213,174352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.31325305555555555
214,174355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.12377138888888889
215,174358,1,1,1,5,1,2,1,2,2,11,2,6,0,0,0,0,1,0,1,0,0,1,31,0,816.9980441666667
216,174361,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,8.846496111111112
217,174364,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0.16387527777777777
218,174367,1,1,1,3,1,2,1,2,2,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,392.1687516666667
219,174370,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008673055555555555
